key,value,acc
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726577
size_fraction_upper_threshold_sam,180,ERR1726577
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691863
size_fraction_upper_threshold_sam,>,ERR4691863
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR599272
size_fraction_upper_threshold_sam,5,ERR599272
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2752154
size_fraction_upper_threshold_sam,0.22,ERR2752154
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726653
size_fraction_upper_threshold_sam,180,ERR1726653
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691833
size_fraction_upper_threshold_sam,>,ERR4691833
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868455
size_fraction_upper_threshold_sam,5,ERR868455
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868424
size_fraction_upper_threshold_sam,5,ERR868424
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2752161
size_fraction_upper_threshold_sam,0.22,ERR2752161
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726859
size_fraction_upper_threshold_sam,2000,ERR1726859
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726573
size_fraction_upper_threshold_sam,2000,ERR1726573
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691817
size_fraction_upper_threshold_sam,>,ERR4691817
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726806
size_fraction_upper_threshold_sam,2000,ERR1726806
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR3589582
size_fraction_upper_threshold_sam,3,ERR3589582
size_fraction_lower_threshold_sam_s_dpl49,180,ERR4691684
size_fraction_upper_threshold_sam,2000,ERR4691684
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762173
size_fraction_upper_threshold_sam,0.22,ERR2762173
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762126
size_fraction_upper_threshold_sam,0.22,ERR2762126
sample_size_fraction_lower_threshold_sam,extra_value_found,ERR4674669
sample_size_fraction_upper_threshold_sam,extra_value_found,ERR4674669
size_fraction_sam,0-0.22 micrometer,ERR3256975
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227176
size_fraction_upper_threshold_sam,>,ERR4227176
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879863
size_fraction_upper_threshold_sam,>,ERR1879863
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756075
size_fraction_upper_threshold_sam,5,ERR1756075
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1756103
size_fraction_upper_threshold_sam,180,ERR1756103
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756134
size_fraction_upper_threshold_sam,2000,ERR1756134
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1756302
size_fraction_upper_threshold_sam,20,ERR1756302
size_fraction_lower_threshold_sam_s_dpl49,3,ERR1879800
size_fraction_upper_threshold_sam,>,ERR1879800
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562552
size_fraction_upper_threshold_sam,5,ERR562552
size_fraction_lower_threshold_sam_s_dpl49,5,ERR562717
size_fraction_upper_threshold_sam,20,ERR562717
size_fraction_lower_threshold_sam_s_dpl49,5,ERR654525
size_fraction_upper_threshold_sam,20,ERR654525
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562389
size_fraction_upper_threshold_sam,2000,ERR562389
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562543
size_fraction_upper_threshold_sam,5,ERR562543
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562577
size_fraction_upper_threshold_sam,2000,ERR562577
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879789
size_fraction_upper_threshold_sam,>,ERR1879789
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562647
size_fraction_upper_threshold_sam,5,ERR562647
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1756328
size_fraction_upper_threshold_sam,20,ERR1756328
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1756263
size_fraction_upper_threshold_sam,20,ERR1756263
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1879890
size_fraction_upper_threshold_sam,20,ERR1879890
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR562401
size_fraction_upper_threshold_sam,5,ERR562401
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1879848
size_fraction_upper_threshold_sam,20,ERR1879848
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879691
size_fraction_upper_threshold_sam,>,ERR1879691
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1756312
size_fraction_upper_threshold_sam,20,ERR1756312
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756062
size_fraction_upper_threshold_sam,5,ERR1756062
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756015
size_fraction_upper_threshold_sam,2000,ERR1756015
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879840
size_fraction_upper_threshold_sam,>,ERR1879840
size_fraction_lower_threshold_sam_s_dpl49,180,ERR3518722
size_fraction_upper_threshold_sam,2000,ERR3518722
size_fraction_lower_threshold_sam_s_dpl49,180,ERR3518801
size_fraction_upper_threshold_sam,2000,ERR3518801
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4223601
size_fraction_upper_threshold_sam,>,ERR4223601
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1740327
size_fraction_upper_threshold_sam,20,ERR1740327
size_frac_sam,0-0.45 micrometer,SRR9161587
size_frac_sam,0-0.45 micrometer,SRR9161490
size_fraction_lower_threshold_sam_s_dpl49,3,ERR2002385
size_fraction_lower_threshold_sam_s_dpl49,100KD,ERR3727367
size_fraction_upper_threshold_sam,0.22,ERR3727367
size_fraction_sam,1.6-0.2um,SRR8075988
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599061
size_fraction_upper_threshold_sam,1.6,ERR599061
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599009
size_fraction_upper_threshold_sam,3,ERR599009
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1726572
size_fraction_upper_threshold_sam,>,ERR1726572
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726615
size_fraction_upper_threshold_sam,180,ERR1726615
size_fraction_lower_threshold_sam_s_dpl49,20,ERR4691762
size_fraction_upper_threshold_sam,180,ERR4691762
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868510
size_fraction_upper_threshold_sam,5,ERR868510
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726942
size_fraction_upper_threshold_sam,180,ERR1726942
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726710
size_fraction_upper_threshold_sam,180,ERR1726710
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599108
size_fraction_upper_threshold_sam,3,ERR599108
size_fraction_lower_threshold_sam_s_dpl49,<,ERR634968
size_fraction_upper_threshold_sam,0.22,ERR634968
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1726560
size_fraction_upper_threshold_sam,20,ERR1726560
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR3589557
size_fraction_upper_threshold_sam,3,ERR3589557
size_fraction_lower_threshold_sam_s_dpl49,180,ERR4691612
size_fraction_upper_threshold_sam,2000,ERR4691612
size_fraction_lower_threshold_sam_s_dpl49,20,ERR4691696
size_fraction_upper_threshold_sam,180,ERR4691696
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762165
size_fraction_upper_threshold_sam,0.22,ERR2762165
sample_size_fraction_lower_threshold_sam,0.22,ERR4674077
sample_size_fraction_upper_threshold_sam,No prefiltration,ERR4674077
sample_size_fraction_lower_threshold_sam,extra_value_found,ERR4674663
sample_size_fraction_upper_threshold_sam,extra_value_found,ERR4674663
size_fraction_sam,0.22-2.7 micrometer,ERR3256967
size_fraction_lower_threshold_sam_s_dpl49,3,ERR1879925
size_fraction_upper_threshold_sam,>,ERR1879925
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879681
size_fraction_upper_threshold_sam,>,ERR1879681
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1756141
size_fraction_upper_threshold_sam,180,ERR1756141
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879901
size_fraction_upper_threshold_sam,3,ERR1879901
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756061
size_fraction_upper_threshold_sam,2000,ERR1756061
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756149
size_fraction_upper_threshold_sam,5,ERR1756149
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1755939
size_fraction_upper_threshold_sam,180,ERR1755939
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1755935
size_fraction_upper_threshold_sam,5,ERR1755935
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6093627
size_fraction_upper_threshold_sam,3,ERR6093627
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1756313
size_fraction_upper_threshold_sam,180,ERR1756313
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879771
size_fraction_upper_threshold_sam,>,ERR1879771
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562578
size_fraction_upper_threshold_sam,2000,ERR562578
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6093646
size_fraction_upper_threshold_sam,3,ERR6093646
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756259
size_fraction_upper_threshold_sam,5,ERR1756259
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756071
size_fraction_upper_threshold_sam,5,ERR1756071
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879757
size_fraction_upper_threshold_sam,>,ERR1879757
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR3518745
size_fraction_upper_threshold_sam,>,ERR3518745
filter_fraction_sam,0.22-3um,SRR13827118
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR873966
size_fraction_upper_threshold_sam,5,ERR873966
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1700890
size_fraction_upper_threshold_sam,20,ERR1700890
size_frac_sam,0-0.45 micrometer,SRR9161534
size_frac_sam,0-0.45 micrometer,SRR9161485
size_frac_sam,0-0.45 micrometer,SRR9161613
size_fraction_lower_threshold_sam_s_dpl49,0.22 um,ERR1855279
size_fraction_lower_threshold_sam_s_dpl49,180,ERR538185
size_fraction_upper_threshold_sam,2000,ERR538185
size_fraction_sam,0.2-2.7µm,SRR9166051
size_fraction_lower_threshold_sam_s_dpl49,0.2,ERR2002396
size_fraction_lower_threshold_sam_s_dpl49,20,ERR2098395
size_fraction_upper_threshold_sam,>20,ERR2098395
size_fraction_lower_threshold_sam_s_dpl49,100KD,ERR4013376
size_fraction_upper_threshold_sam,0.22,ERR4013376
size_fraction_microns_sam,3_to_57_microns,SRR1298813
size_frac_sam,0.22-5.0 micrometer,SRR17470359
size_fraction_sam,>2.7µm,SRR8062320
size_fraction_lower_threshold_sam_s_dpl49,0.2,ERR2002399
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726976
size_fraction_upper_threshold_sam,180,ERR1726976
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1726822
size_fraction_upper_threshold_sam,20,ERR1726822
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726834
size_fraction_upper_threshold_sam,180,ERR1726834
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599106
size_fraction_upper_threshold_sam,1.6,ERR599106
size_fraction_lower_threshold_sam_s_dpl49,20,ERR4691740
size_fraction_upper_threshold_sam,180,ERR4691740
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4691846
size_fraction_upper_threshold_sam,>,ERR4691846
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726977
size_fraction_upper_threshold_sam,180,ERR1726977
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726614
size_fraction_upper_threshold_sam,2000,ERR1726614
size_fraction_lower_threshold_sam_s_dpl49,20,ERR4691848
size_fraction_upper_threshold_sam,180,ERR4691848
size_fraction_lower_threshold_sam_s_dpl49,5,ERR4691731
size_fraction_upper_threshold_sam,20,ERR4691731
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726648
size_fraction_upper_threshold_sam,2000,ERR1726648
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726624
size_fraction_upper_threshold_sam,2000,ERR1726624
size_fraction_lower_threshold_sam_s_dpl49,20,ERR4691814
size_fraction_upper_threshold_sam,180,ERR4691814
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1726567
size_fraction_upper_threshold_sam,>,ERR1726567
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599170
size_fraction_upper_threshold_sam,3,ERR599170
size_fraction_lower_threshold_sam_s_dpl49,5,ERR4691813
size_fraction_upper_threshold_sam,20,ERR4691813
size_fraction_lower_threshold_sam_s_dpl49,180,ERR4691652
size_fraction_upper_threshold_sam,2000,ERR4691652
size_fraction_lower_threshold_sam_s_dpl49,180,ERR4691667
size_fraction_upper_threshold_sam,2000,ERR4691667
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762134
size_fraction_upper_threshold_sam,0.22,ERR2762134
size_frac_sam,0-0.45 micrometer,SRR9161504
sample_size_fraction_lower_threshold_sam,0.22,ERR4674036
sample_size_fraction_upper_threshold_sam,No prefiltration,ERR4674036
sample_size_fraction_lower_threshold_sam,0.22,ERR4674133
sample_size_fraction_upper_threshold_sam,no prefiltration,ERR4674133
sample_size_fraction_lower_threshold_sam,extra_value_found,ERR4674714
sample_size_fraction_upper_threshold_sam,extra_value_found,ERR4674714
size_fraction_sam,0.22-2.7 micrometer,ERR3256949
size_fraction_lower_threshold_sam_s_dpl49,5,ERR562705
size_fraction_upper_threshold_sam,20,ERR562705
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227186
size_fraction_upper_threshold_sam,>,ERR4227186
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1756013
size_fraction_upper_threshold_sam,180,ERR1756013
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1756279
size_fraction_upper_threshold_sam,20,ERR1756279
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756100
size_fraction_upper_threshold_sam,5,ERR1756100
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1755946
size_fraction_upper_threshold_sam,5,ERR1755946
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6093617
size_fraction_upper_threshold_sam,3,ERR6093617
size_fraction_lower_threshold_sam_s_dpl49,3,ERR1879754
size_fraction_upper_threshold_sam,>,ERR1879754
size_fraction_lower_threshold_sam_s_dpl49,5,ERR562433
size_fraction_upper_threshold_sam,20,ERR562433
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879845
size_fraction_upper_threshold_sam,>,ERR1879845
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1755919
size_fraction_upper_threshold_sam,5,ERR1755919
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879763
size_fraction_upper_threshold_sam,5,ERR1879763
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756043
size_fraction_upper_threshold_sam,2000,ERR1756043
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756161
size_fraction_upper_threshold_sam,5,ERR1756161
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1756040
size_fraction_upper_threshold_sam,180,ERR1756040
size_fraction_lower_threshold_sam_s_dpl49,20,ERR562676
size_fraction_upper_threshold_sam,180,ERR562676
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227230
size_fraction_upper_threshold_sam,>,ERR4227230
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879933
size_fraction_upper_threshold_sam,>,ERR1879933
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227238
size_fraction_upper_threshold_sam,>,ERR4227238
size_fraction_lower_threshold_sam_s_dpl49,20,ERR3518750
size_fraction_upper_threshold_sam,180,ERR3518750
sample_protocol__size_fraction_lower_threshold_sam,2,ERR4010269
sample_protocol__size_fraction_upper_threshold_sam,>,ERR4010269
sample_protocol__size_fraction_lower_threshold_sam,2,ERR4010241
sample_protocol__size_fraction_upper_threshold_sam,>,ERR4010241
size_frac_sam,0-0.45 micrometer,SRR9161556
size_frac_sam,0-0.45 micrometer,SRR9161528
size_fraction_lower_threshold_sam_s_dpl49,0.22 um,ERR1855247
size_fraction_lower_threshold_sam_s_dpl49,3,ERR2098393
size_fraction_upper_threshold_sam,20,ERR2098393
size_frac_sam,0.02-0.22 micrometer,SRR9159695
size_fraction_lower_threshold_sam_s_dpl49,100KD,ERR4013366
size_fraction_upper_threshold_sam,0.22,ERR4013366
size_fraction_microns_sam,3_to_57_microns,SRR1298811
size_fraction_sam,0.2-2.7µm,SRR8062331
size_fraction_lower_threshold_sam_s_dpl49,0.2,ERR2002418
size_fraction_sam,1.6-0.2um,SRR8075984
size_fraction_sam,1.6-0.2um,SRR8075973
size_fraction_sam,1.6-0.2um,SRR8075974
size_frac_sam,5?m,ERR4399082
size_fraction_lower_threshold_sam_s_dpl49,<,ERR594368
size_fraction_upper_threshold_sam,0.22,ERR594368
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868492
size_fraction_upper_threshold_sam,5,ERR868492
size_fraction_lower_threshold_sam_s_dpl49,<,ERR594410
size_fraction_upper_threshold_sam,0.22,ERR594410
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726877
size_fraction_upper_threshold_sam,2000,ERR1726877
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR599069
size_fraction_upper_threshold_sam,3,ERR599069
size_fraction_lower_threshold_sam_s_dpl49,<,ERR594362
size_fraction_upper_threshold_sam,0.22,ERR594362
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1726790
size_fraction_upper_threshold_sam,2000,ERR1726790
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR598973
size_fraction_upper_threshold_sam,3,ERR598973
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726728
size_fraction_upper_threshold_sam,180,ERR1726728
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868371
size_fraction_upper_threshold_sam,5,ERR868371
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726603
size_fraction_upper_threshold_sam,180,ERR1726603
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1726857
size_fraction_upper_threshold_sam,180,ERR1726857
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR868482
size_fraction_upper_threshold_sam,5,ERR868482
size_fraction_lower_threshold_sam_s_dpl49,<,ERR594367
size_fraction_upper_threshold_sam,0.22,ERR594367
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1726912
size_fraction_upper_threshold_sam,20,ERR1726912
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762164
size_fraction_upper_threshold_sam,0.22,ERR2762164
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762133
size_fraction_upper_threshold_sam,0.22,ERR2762133
size_fraction_lower_threshold_sam_s_dpl49,<,ERR2762147
size_fraction_upper_threshold_sam,0.22,ERR2762147
size_frac_sam,0-0.45 micrometer,SRR9161509
size_fraction_sam,0.22-2.7 micrometer,ERR3256927
size_fraction_lower_threshold_sam_s_dpl49,3,ERR2098498
size_fraction_upper_threshold_sam,20,ERR2098498
size_fraction_lower_threshold_sam_s_dpl49,3,ERR2098586
size_fraction_upper_threshold_sam,20,ERR2098586
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756177
size_fraction_upper_threshold_sam,2000,ERR1756177
size_fraction_lower_threshold_sam_s_dpl49,180,ERR562528
size_fraction_upper_threshold_sam,2000,ERR562528
size_fraction_lower_threshold_sam_s_dpl49,20,ERR562492
size_fraction_upper_threshold_sam,180,ERR562492
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879913
size_fraction_upper_threshold_sam,3,ERR1879913
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1755907
size_fraction_upper_threshold_sam,2000,ERR1755907
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1756088
size_fraction_upper_threshold_sam,2000,ERR1756088
size_fraction_lower_threshold_sam_s_dpl49,20,ERR562501
size_fraction_upper_threshold_sam,180,ERR562501
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879684
size_fraction_upper_threshold_sam,>,ERR1879684
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6093608
size_fraction_upper_threshold_sam,3,ERR6093608
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1756118
size_fraction_upper_threshold_sam,5,ERR1756118
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR4227247
size_fraction_upper_threshold_sam,>,ERR4227247
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6090689
size_fraction_upper_threshold_sam,1.6,ERR6090689
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879780
size_fraction_upper_threshold_sam,>,ERR1879780
size_fraction_lower_threshold_sam_s_dpl49,5,ERR1756052
size_fraction_upper_threshold_sam,20,ERR1756052
size_fraction_lower_threshold_sam_s_dpl49,180,ERR1759713
size_fraction_upper_threshold_sam,2000,ERR1759713
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879779
size_fraction_upper_threshold_sam,>,ERR1879779
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879693
size_fraction_upper_threshold_sam,3,ERR1879693
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879946
size_fraction_upper_threshold_sam,>,ERR1879946
size_fraction_lower_threshold_sam_s_dpl49,20,ERR1759708
size_fraction_upper_threshold_sam,200,ERR1759708
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879815
size_fraction_upper_threshold_sam,3,ERR1879815
size_fraction_lower_threshold_sam_s_dpl49,0.22,ERR6093619
size_fraction_upper_threshold_sam,3,ERR6093619
size_fraction_lower_threshold_sam_s_dpl49,3,ERR1879866
size_fraction_upper_threshold_sam,>,ERR1879866
size_fraction_lower_threshold_sam_s_dpl49,0.8,ERR1879872
